ACACA,ACVRL1,AKT1,AKT1S1,ANXA1,AR,ARAF,ASNS,ATM,BAD,BAK1,BAP1,BAX,BCL2,BCL2L1,BCL2L11,BECN1,BID,BRAF,BRCA2,CASP7,CAV1,CCNB1,CCND1,CCNE1,CCNE2,CDH1,CDH2,CDH3,CDKN1A,CDKN1B,CHEK1,CHEK2,CLDN7,COL6A1,CTNNB1,DIRAS3,DVL3,EEF2,EEF2K,EGFR,EIF4E,EIF4EBP1,EIF4G1,ERBB2,ERBB3,ERRFI1,ESR1,ETS1,FASN,FN1,FOXM1,FOXO3,G6PD,GAB2,GAPDH,GATA3,GSK3A,HSPA1A,IGFBP2,IRS1,ITGA2,JUN,KDR,KIT,LCK,MAP2K1,MAPK1,MAPK14,MAPK9,MET,MRE11A,MYC,MYH11,NDRG1,NF2,NFKB1,NOTCH1,NRAS,NRG1,PARK7,PCNA,PDCD4,PDK1,PEA15,PGR,PIK3R1,PRDX1,PREX1,PRKAA1,PRKCD,PTEN,PXN,RAB25,RAD50,RAD51,RAF1,RB1,RBM15,RPS6,RPS6KA1,RPS6KB1,SERPINE1,SFRS1,SHC1,SMAD1,SMAD3,SMAD4,SQSTM1,SRC,STAT3,STAT5A,STK11,STMN1,SYK,TGM2,TP53,TP53BP1,TSC1,TSC2,TUBA1B,VHL,WWTR1,XBP1,XRCC1,XRCC5,YAP1,YBX1,YWHAB,YWHAE,YWHAZ
subject1,-0.638823574526413,2.96307195742772,-0.620375206639729,-0.485552417250614,0.39554163197157,6.42322725507756,-0.514468759745092,-1.53422922537297,0.0168794478536174,3.39849231708825,3.57589724631026,-0.16697825688735,0.758730210518181,2.09778106419804,0.764337962304698,2.24176022434251,1.66866800863615,0.145149525173358,3.19155358573048,0.958518901815295,3.09847555636309,-1.30985576834614,-1.28396915113413,0.0377075097048468,0.528951100808934,-0.406455337710603,4.6163191877157,-2.94971234553416,2.9001078593536,-1.28656947788735,1.81826079971902,1.43591326356006,2.58686973003453,4.29875148094846,1.78272212443942,4.28015886909809,5.27041764125988,2.96950992769236,2.13496053144983,-0.189877045992217,0.688824999442437,-0.38610763358249,-0.893761347218058,-0.367538962783064,4.64339439277304,0.830925129029932,-2.15248801376776,4.7120808502916,2.09792195174636,-1.82543408697477,-3.41798657396041,1.09161105867192,0.666992301639412,-1.71373614804253,2.50216299088218,-0.840354687753618,-3.9002184888412,0.473580949196342,1.81901979748584,4.46371455896541,-1.05228789211536,-1.63593390508694,1.28472694721576,1.35842570425887,-0.0496854920880763,-2.34189437081984,-0.342172939811136,-0.512859708056724,1.72925510500022,-0.597339039318714,-1.14866010298043,0.356344137606701,-1.28524407011921,6.9688432859234,-0.0561797154109414,0.335419532952381,3.14729908619589,-1.54433655366765,-0.156218846475293,0.674755632535429,0.536711995973738,1.75135977141248,3.60235063544555,1.35724362447743,4.40841016295799,2.44652839381159,0.475368503237891,-0.908585825949429,0.758169690882229,-1.5594717639151,4.88657336764857,3.73290984125607,-0.0945358005850059,1.98727141433205,0.170588306366245,1.1298245652575,1.1689366128349,1.32969317994504,-0.1744243672896,2.68658478929784,0.291421336343482,0.781627335843331,-3.7715395946675,0.352644560541916,2.24692332765804,1.83801946077237,-0.879492597222969,-0.18316478008826,0.765666286410686,-0.0521154161394986,0.596314251496925,-0.379871280551378,-0.353585051816418,3.05821582447626,5.8689820885312,-1.05980189328144,3.77047055353529,0.095586622194028,2.46835162064979,0.312794518224894,-0.445611556069086,0.176642493887486,3.35597043432433,0.185205559541448,1.02416099259061,0.63967277891763,3.67900333014593,0.308976088289965,-0.55998562284443,0.552382690310026,0.337816863086018
subject2,-0.509369549460191,0.757140672575347,-0.619066450889904,-0.635021219889433,-0.114212030004699,4.92589498459705,-0.370544790856748,-2.32777700426709,0.0119297231492483,0.788488859645569,0.634238234241827,-0.414396001481808,-0.318089016980465,1.84667415883997,0.715412973572538,2.50855723804636,3.14727089337026,1.05039196282356,4.11334024114808,1.52257089768163,0.629827208540081,-2.38142135648465,-0.0498294709872058,2.12166548456864,-1.65628965124374,-0.245611940867278,3.78289079572837,2.63016907488687,1.96212543802117,0.428472944345733,-0.519422726524208,1.37249886644179,-0.02819276829907,5.21531875079555,-0.104061791316825,3.41337714307021,4.50592367013081,0.794169312854388,2.28657313936379,-0.0418533908390733,0.810811338039876,0.345773617005022,2.05921581124242,-0.0267621929770685,4.32775107808349,3.95793815902026,-2.10210738543197,5.96603653378167,-0.575003557632033,-0.501458742876289,-2.67186455112605,-2.24285618269694,-0.122720702216133,-1.81622223801901,3.25748862260648,2.09917018559492,-5.09844745078621,0.418840527164258,2.70426110057619,2.21279202246292,0.146927622293488,-1.18248232820052,1.70976538528909,2.98285329983349,-2.15514019668122,-1.11418114659722,-0.0613651987465106,-0.200412885360121,0.188808889095671,-0.931648052513404,0.558587461022732,0.630401683574108,1.452055332932,4.12172724592034,0.195868725153998,2.30006329327661,3.5545095284697,-0.896089577368966,2.3957105620012,-1.52743985280998,2.38781814524211,2.249937412614,1.05014021005352,0.977631244631541,0.886618560478844,-0.238818050952756,4.08697654086557,-0.593797541553633,2.25246849451334,-0.125325008566808,0.60511672252741,4.80814599729668,-0.173452384549249,2.42547552093677,0.125389306652173,-2.1855990062162,0.0906672517324634,2.58037867469548,-0.92187300155584,0.850166973875599,2.43794443124098,-0.9850423211605,-5.14669099059967,-0.68639177620146,-0.758025876220889,1.68798455409143,0.159707117696802,0.967847222476286,-0.234752866602208,1.21535060530958,1.24724013786884,-0.5380130253318,2.25704265522898,1.46557702070951,4.86640804362525,4.41475858986241,2.7634524823535,0.433122720466425,-0.671418839820715,2.23791548943903,-1.39200135590015,2.85164927708939,0.684795334577185,0.67021716532927,0.452630974114356,1.0932909755332,1.37653628816025,0.405131421451064,0.84047030251579,-0.141218159315358,0.0797333035006051
subject3,-0.0445007599472884,1.04297247681085,-0.772870133671164,-0.828958854224337,0.25146191318363,1.83447376485565,-0.711073943814891,-0.702916784743838,-0.920181568240288,0.322460374355017,0.591344662957634,-0.532674985462156,-0.838557162166567,0.613182308334292,0.681680693939018,2.89221182661478,1.96894137512475,-0.388375534638843,3.13445114014669,2.03842938304354,0.318716438795393,-1.88119049709984,1.74936903704022,0.813020315182908,1.28248006112056,1.56669680625227,3.19194614068791,1.24868597196672,0.561758827027802,1.93462743730421,0.233837654242441,0.943715663770161,0.0145059884602738,4.97257556232645,-0.774324312478301,2.89573634719368,5.08148263805896,1.17676143656231,1.30312438228925,-0.141451879438351,-1.1285529473795,-0.0969448114532625,2.69366887360615,0.267972624298725,3.98121026083155,2.62835632808803,0.153335035618996,3.23015730078251,-0.484573337655805,0.839242269645765,-2.44721531267259,-1.78000300035939,0.114857452338705,-1.86942052542788,2.89972682663224,1.71614341186095,-3.9956029366434,0.200912841929387,3.72714206567041,2.01370320450399,-1.48283837527538,-1.30695680526517,3.48165777990998,4.8429459644981,-2.03436337126115,-1.50814249955305,-0.478919317635558,-1.09248463684179,-0.55974110020233,-0.864290841024997,-1.16174484279102,0.551660230381788,0.674355893004828,3.75234767824205,1.14774606647224,1.59542393151881,3.21836169469573,-1.71054391848115,1.55644130392764,-1.84532728004467,3.98792442139711,0.490067728857746,0.223916203803273,2.05901387511328,2.46769983284071,-1.81997569035945,3.84085637297496,0.45076764025321,1.29028199828249,0.207320923071378,1.6379973774367,1.91554799550697,-0.20552647720975,0.0578009592019481,0.334137112892972,-1.30303155926076,-0.0390287143039344,1.66885335012073,0.0904587226235448,0.991318080430092,3.57410467652283,-0.971856091745322,-1.32607308491828,0.00666320208211157,-0.168432681392808,1.24521320116977,-1.01091977975245,-0.237338226674303,0.656383588080538,-0.311935018753767,0.636357109460694,-0.599714013251059,1.98401340787558,2.38234692770534,5.17100167038295,2.89740834888959,0.652508617530354,0.688250658895858,0.770764741707082,2.6774716474278,0.381550057452727,2.21462808445672,0.425009931326113,-0.775981972705151,0.144633532396645,0.0583287593350564,1.25826164852458,1.05463221848387,-0.224522245281984,0.620007342904812,0.434966681938355
subject4,-0.382145034905929,4.38770196205543,-2.09427914567676,-0.904168591018574,0.448166014994165,2.65268859413905,-0.639840674959165,-0.631053066465051,-0.690455032226207,3.68130796088753,3.79417533764637,-0.734390679456971,0.0737307858845398,2.43948978120643,1.04623929136324,2.11167095880099,2.62354532757722,0.15191905139553,3.44945897170469,-1.12171687859335,4.70814593752066,-2.08252856610931,-2.28527510080378,0.387547670310156,-0.407384428436888,-0.755064518812978,2.20816183599147,-0.73344372286686,0.956859053583033,-0.204328135233736,1.73028335786683,1.20302818562446,1.6822912248838,2.08909597077793,3.26711821043962,3.45014371712121,4.30207101091791,2.7644838512342,1.02198647528621,-0.161919272787353,0.971507235015693,0.111335494930282,0.497894393972752,-0.674433844774652,5.19076543886759,-0.836784838808763,-0.325086970045485,3.19887518638032,2.95340465456937,-2.86085138005234,0.456085162449224,0.0545595905864228,-1.0771274187421,-1.97369189740752,-0.59297258393799,-1.52619219116234,-4.52185294603384,0.0523107785152367,0.81994639067814,4.06064959102032,0.0778361127827348,-1.44922765533176,1.99127770095178,1.98816562847942,-0.728200970119386,-2.66616184317723,-0.406126818287364,-0.824564612136956,2.99916063641939,-0.248563422998651,-1.60902598390653,0.0644654587312605,-1.3435274866316,8.50585982859643,0.346926484540545,-0.727580893851784,3.94432482156032,-1.59611636749549,0.615766758270587,0.421922327523796,-0.555827444721419,1.10725327651782,4.80696257155323,1.34670671094658,4.69989809353032,2.14575942634357,0.213086143514405,-0.324422763939293,1.9302382910041,-0.237110692650174,3.52827545576288,3.02315552158635,-0.702613462963611,-3.0092448705379,0.877148957925037,0.700700587850525,-1.14457122593639,0.982214920606276,-0.79068715907541,1.3663200424815,-0.963693324857738,0.960232181848768,-0.995907724577601,-0.732313012425429,1.55745421671713,1.04811080111852,-1.10288645704869,0.804458363105333,0.113321138392581,0.152155949680393,0.594203081076602,-0.893378577307438,-0.693745254274566,0.911558498734241,4.02527709370247,-1.40282674933277,1.16815434079194,-0.244673379828007,2.49174646086685,-0.524669498903333,-1.26035429234039,-0.932089987937561,2.63763064778809,1.7656240416894,0.295251129578256,0.434161363327369,3.56537113910786,-1.55076476785497,0.222380988483302,0.389694872944339,0.780731328383172
subject5,-1.11821960469321,3.99263349152265,-1.66463370909407,-1.41838316791916,-1.00817791673744,4.61316442546304,2.15295860669228,-0.495561970699354,2.13629928690315,2.67757693561245,1.71427745881802,-1.24416984170123,-0.290361194499457,3.02807753848231,1.37174788227524,-0.155577013538898,-0.298840696853413,3.72089936202953,0.199545094089728,-1.49867278891081,0.650841205273092,-2.40019549503231,1.59339945179483,-0.470499351926013,0.870177714645494,-1.07239386574883,4.47391178496448,0.201243555742129,3.40273944955013,-1.30322526573099,1.03944599003654,-1.5360625259288,2.78971874555505,4.12389089192037,1.93120790215794,2.51421246213388,3.29104350028529,1.94345890783785,0.405331058968272,-0.503458553300183,2.03243456863652,3.18068136755498,-0.519476680311929,-1.81322457090438,4.45112805389309,0.205916906587336,1.06985346837226,5.52069832236592,-0.158797051202215,-2.8893086827418,0.783309995141727,0.629592744882151,-0.683183582512326,-2.76370531655833,1.31130414966102,0.934821098470499,-4.83323217600974,-0.391686440687983,2.33505034393082,0.376862491182003,-1.86728160422172,-1.28784738629691,3.48835082477027,2.2128670936589,0.376960280575926,0.662878997108926,1.72514091796285,-0.903707398492243,0.212478150026537,0.128398836993428,-3.11768658839402,0.359165464584301,2.14086716439587,0.148315735929836,-0.885500854497038,1.26109479488051,0.962532278313876,-0.0994812769028572,0.545065651934818,0.796801212008628,2.87386506116939,2.31255362948156,3.5943079461731,-0.762393014250182,1.73799721123694,-2.26447587976013,0.671349035603574,1.53348715476026,-0.155317555721142,-1.04829605627925,1.45675984888718,4.15735284002323,-0.577309841779595,-1.60776377698176,2.16691984604709,-0.481742931427841,-0.185345459327828,2.12962202662108,-0.979004262545181,1.68122750917802,2.24294648708081,0.976694573274407,-2.59227089063615,-0.186995796154969,0.668210377264813,2.28459602615797,-0.788480276479988,2.05356474062355,2.33220674617567,0.368592867727037,3.24641733116631,0.402527987422057,-0.736271951216291,2.78030637301358,4.60866465842009,2.3752141178635,-0.639957593702264,-0.247170079470156,2.04986273049185,1.39525668706298,-0.717895272775617,0.771097336798733,-0.177186517294374,-0.965092556469411,1.93952017395874,0.315320857548044,3.92054348606306,0.0278406745480507,3.32122382337513,0.216639756389546,0.325407811747375
subject6,-1.03687919298195,3.40839988131463,-0.196196386534081,-0.543164998250874,1.47506058340283,5.02787542599267,2.46994680934318,-1.13609866481489,2.07629303761481,3.28374571068839,2.00662311807212,-1.02172774231719,-0.0496320402995269,2.78522457849561,0.894194710294997,0.951036542174191,-0.502102182867334,3.55869760141426,2.59531452526653,-0.857122795640365,2.07821602300107,-2.34572108581207,2.52661172768567,0.628935491093476,0.733528547863244,-0.853447466543729,5.40464063742269,0.854758635873017,1.20785632707245,-0.897709352552864,0.742475360374927,-0.331153308984174,3.49707985022973,4.18555231308647,1.77779942148956,3.97288127611842,6.48217536731177,2.34381958156175,1.65008171080556,0.0622803050188618,1.84214293933321,3.72500996178002,-0.726550154243313,-0.968546344103212,4.82943211970359,2.01416239071963,3.36437285878047,4.40599800498398,-0.404720765407634,-1.72925914114678,0.0345500739665235,1.66481171398345,-0.297656523877958,-2.05537581009961,1.69110163387706,1.3378936932214,-4.19842695273986,0.914646782754913,3.44450371743939,1.97135119928667,-0.182450880036555,-1.88105520527733,3.45250489532098,2.143024242117,-1.1251419247935,0.458266474913298,2.66289665855766,-0.861358423398073,-0.309140902925874,-0.71238136811325,-1.22848108056271,0.138424086833161,1.02988680633146,4.07585831222767,1.15655964845388,2.62689369335897,1.13040306051467,1.020627997435,0.120547691841871,1.14495793764259,3.40175680895788,2.23863930755893,4.65110844564997,-0.699244788765735,1.40195355259043,1.57786500626346,2.12114443582228,2.32254538535917,-0.949920242430197,-0.216125875741791,1.22259134986071,3.91375903570286,-0.320412772903554,2.51797145675681,2.58176887367907,-0.445007718873932,0.311061255889364,0.859216084405041,-1.12881566565544,2.20855583290561,3.25118002483662,0.874394829047419,-2.35391962431479,-0.782079257723496,0.762023161442459,1.24799169910288,-0.4006861407694,0.726345625014956,2.09428579595813,0.651392808411879,2.7091639373395,-1.14289225040019,-0.0277350373481061,3.17597244111639,6.56094464460601,1.34043778478201,-0.774413895393743,0.946816429881332,1.71546417590243,1.24770416637348,-0.0408794730780175,1.21591346774878,1.1045592829923,0.0966595729668732,3.18031183861078,0.219407056648532,3.78232151024962,0.51599137720458,2.51815913991189,0.983726625771012,1.49075522268837
subject7,-1.02710695179697,3.96361270864071,-0.589017411916467,-0.940185242332883,0.0449250946939297,3.67542583082813,2.31627833188922,-1.73045016489584,2.89239270662109,3.05940130889954,0.963611103193009,-0.63973302222424,-0.607991194096295,2.01650222408089,0.565571278836761,-0.567883214002292,-0.026961299759759,2.47985990691284,-0.0696324096063545,-1.21863428045285,1.44076931511001,-0.784335666700517,1.36077058401935,0.770505715691675,0.112233844767532,-1.48418084538374,4.454585072932,2.82885424890358,2.10235846757156,-0.209510178521984,0.80847460269398,-1.2253353769197,1.46156576380653,2.76334997037421,2.42366820193672,2.83859415772176,5.00898615985897,3.03101089588533,1.65205450752822,-0.946978064338619,1.24596998880488,2.90385299579379,-1.3685980322936,-0.628077441353183,2.82391128011887,0.569304704695652,1.97815190653203,3.60256637080385,0.179008512957491,-1.40479645024515,1.14650762813932,0.612353798379467,-0.202156612702294,-1.4141337379919,2.81317551412927,2.18309599367843,-2.93445425987307,0.87324527194236,2.54078908713368,0.237543255757018,-0.60994914245309,-1.03153548293616,3.75826786976522,1.61586385805059,-0.839392512428048,1.23326588150771,2.4254384245317,-0.847525448997225,-0.113435217550007,-0.196868189592699,-1.90385522483111,0.805939078535105,2.10262898224923,2.9182496564139,0.179895354635482,2.14479606336776,0.977510696553361,0.963061645017203,-0.727756693400856,1.47732188475889,3.72318531233943,1.42906923318244,4.35915565039113,-1.95840343452299,0.23963028152014,0.407395674987113,1.06751648312433,2.7398418202883,-0.559364242320484,-1.4065171554488,0.486164112012053,3.18201162110104,-0.14358010917003,-2.33102241968162,2.91805935686608,-1.70450832135293,0.766729787493689,1.59231684014193,-0.941641960278875,0.856199545415125,2.01035810100873,1.38617235865926,-0.709040078167061,-0.193695416952724,1.89851150089912,2.05833832868684,0.10766618295119,0.812806576612887,3.13455065804369,0.203695719347422,3.59847670211597,-0.252273332769222,-0.0421075661860106,1.49534083940849,3.6623174957642,2.64303214884941,0.590912014287264,-0.222793570261303,2.67507457769507,1.91468751552311,0.0547807018951645,0.416455173442854,0.0917361904673838,-0.810988132405725,2.64131170518824,-0.51359308249081,3.32092634806679,0.405254405166442,2.66211383457477,0.649630714043516,0.614603213591501
subject8,-0.684055510244053,3.62370913114659,0.156495550147438,-0.229663133930701,-2.01151349773035,4.20213697103955,0.00220659458019912,-0.950489746421327,-0.0908186468332192,2.74793097210727,2.87135219186998,-0.61998916265615,-0.437418110995512,3.31931094911163,0.640551673158435,3.32864267686102,2.76236360814464,-1.90560456106809,3.84187496165687,1.1447827142179,2.07649865925269,-3.42132796297853,-0.66337325084383,1.51715084065583,2.4014948673425,-2.74033258256035,5.13830463750008,0.562889339619528,2.67547659861646,-1.73224730642075,3.5910087581899,2.49601991112247,3.73468399223357,2.85398429492999,1.9902851869994,3.96621238465304,5.46256319043718,3.8069910443958,1.18985059394726,1.31974934653298,3.08195855157712,0.268198838479536,-0.65157498032603,0.165548225676665,5.5560694418634,0.408929291522047,-1.81059508708472,5.70411260009465,1.29463714434082,-1.91774199615824,-4.47972831789759,1.89238570492104,0.765529359732896,-2.61822958292608,2.07611297491859,-0.615030037876005,-6.7146268102646,1.36188820806433,2.53984711100297,4.81171401209455,-0.191760404811498,-1.11862841804824,2.5767979750931,3.29943128578366,-2.68045759902701,-4.04668646126711,-0.683397874421893,-1.37033987537712,2.27289949400173,0.0204186037325244,-1.06434401386572,0.414354045930176,-0.211369396121442,4.00632360725258,-1.6160608387611,-0.273302482969577,3.46211967349159,-0.740240741036545,-0.138746501592064,-0.099609415605183,1.03787798162424,1.23845251854185,3.64736198535247,1.60899429112522,4.35815158544541,1.76766086383451,1.70854878013955,0.512974175463795,2.43434613030479,-1.31916347386873,4.30057129600967,2.23592242181311,-0.759706251597564,1.01445807329701,0.566237411421807,2.23966011087646,0.634142267636028,2.0828865839912,-1.00510246782545,1.39481536880088,-0.190936050004323,1.2865045664318,-3.57802138756901,0.240175120523817,1.67822477162576,1.84127502681397,-0.834853799216791,1.8645639063771,-0.218074409792345,0.147921072474757,1.08481297147655,-1.12448181552325,-0.652686899991872,2.92007907612976,6.79067088381772,-1.60874520111306,2.2009366674427,0.627302436671342,2.73105677504017,1.09749999719521,-0.507127722217005,1.88398811996078,2.61806543726597,2.74261754257962,1.05648114111699,0.689682954536124,5.0716265444514,0.379994427860562,0.520276901886503,0.555353054880193,0.75027283060178
subject9,-0.11226116190457,3.74928514161202,-1.02952814874209,-1.4243714447577,0.244951575179063,5.73622560032349,-0.901066672652435,-0.408399281539863,1.05492093731821,2.54261939594887,3.24284549109104,-0.873936957982739,0.367486246885734,2.94287886404452,-0.272639113213306,2.51432557653885,2.62910459414142,-0.710530879155336,3.97683767522923,-0.0141193294246277,3.49815710603359,-2.24474581425313,-1.75279047898403,-1.60150876482183,0.653172257121782,-2.3420248386844,4.06570601751008,-2.3623173671098,1.82989381867095,-1.41480991364959,4.2140658249625,1.19471654463252,2.29881886784148,4.91812767973181,2.26057071622086,3.89426773704417,0.921459453349219,1.74279170679133,2.15159642537476,0.232114600184187,1.73466715331796,0.295926789935617,-0.689812234644159,-1.09068364577682,4.78944108929959,1.49684522599502,-1.55718584405195,6.87968751117426,3.5061020564637,-2.5533591068634,-1.29476976806163,1.31903375637832,-0.559788938794089,-1.64411204741601,0.511652498850471,-1.24229585811378,-4.99683864115527,-0.584197024463142,1.47913514445135,3.01476503749673,-0.8800110800172,-0.574804583180469,1.95613025414398,1.35634309089182,-3.24065382104419,-2.65765032899863,-0.173364204612712,-1.86187225751883,1.94570972188326,-0.387010754344675,-0.261455214961288,-0.314938364697228,-0.527892954788128,5.9715275723127,-0.131863888926409,0.0584114972349001,3.85440420403629,-2.43510017295087,-0.633027761390791,-0.330915771683958,0.494136700242717,1.19308533554991,3.75713160134277,1.80870827330323,3.94921038858264,3.53773317489551,-0.11256555806209,-0.474494943442055,2.01260949415104,0.298657951993254,4.74479204155384,3.98758858279409,0.104765747635469,0.928609695072716,-0.209059001478872,2.00511743658459,-0.146942098433729,1.8114350484436,-1.13420094549462,0.9770931756773,-0.0547626397080892,1.35202287481934,-1.97710659800959,-0.242201196790995,1.78479620529483,2.00665601098104,-0.761538568080474,0.690866049728533,0.713792707091406,-0.176173003386088,1.0674760059046,0.0879325857656705,-1.13439243564788,0.679322609539785,5.86420057376931,0.381473105196273,1.91100017948379,0.768635050407655,1.58540883571282,-0.314643474001501,-0.207690969306208,0.751820885793606,1.93884241768248,1.73168451253355,0.0940631841061462,0.18777458090344,3.79956176594189,-0.464848391429035,-0.513535565026524,0.637547675133658,0.604185868704118
subject10,1.99181824065872,1.60980940711319,2.50886295215958,2.37774161390837,-2.23733446485416,3.25265628008031,0.480420458789375,-0.946446089514069,1.45730326665505,1.11716333965087,0.492029047247435,-0.730094694982029,0.335599039921467,1.9532696660579,3.12633401736915,-0.330761102120727,-0.482606179889285,1.5566302228523,2.35575386455836,2.16794117365037,3.91945641074537,-1.52838397910805,2.35593421455932,1.68372068668391,1.02713025809894,0.00213819151366712,1.96998984719534,1.82635513421136,1.31137566047079,1.11751288081181,2.11449050402272,-0.313430817331679,3.02369751449853,2.41763428898772,-0.00463700808341672,4.18937711489066,5.12188956109655,1.35066915465173,1.16858181345596,0.223687864726257,0.101471933905377,2.90629008913135,-0.205269224876492,-0.60085322198605,3.56655918069613,2.15623106356802,1.91489859095529,-0.145693773863159,2.04192693510638,-2.37836986844433,-1.24178452676203,0.690462648574542,-0.655998693577168,-1.28252391052479,2.62359872643763,-0.0663939791124241,-4.89330593121463,3.87156211447047,2.77325124871088,3.68328213779286,-0.142200315308694,0.976963224155617,2.34747629545381,3.05525428162818,2.24041912668198,-2.9067989698527,2.64388409217243,-0.448477300383855,2.20229558759829,2.99984530190394,2.34405015595571,0.0354323068632262,-1.40891637909908,4.92023427254263,-0.345310090904501,-0.522600517379274,0.470682536247179,-0.455916863026714,1.73169256523134,-2.05122105234459,2.7974321094806,2.19289445004354,1.38438388868388,3.36466298854016,2.30322337167479,-2.09905850538415,1.98861322667899,2.03085449631846,-0.136679534855548,-1.34607283115512,3.93265727018869,4.75714288096726,1.38992830495465,-0.373881342646216,0.00782950756597717,-0.325784314067542,0.11683723355246,1.33381526661719,-1.14512674829978,1.64777424101568,0.264481706935849,0.730115888374081,-1.94700157180735,-0.756552230449662,-1.03499033153813,1.03326226750666,-0.416883227604011,3.33332868300636,-0.908855181513599,3.64691706746413,0.304730579005484,-0.777155327724211,1.17522909750366,1.44183748240092,5.70085461085778,1.78517078152283,0.234995832227871,1.07234319558129,-0.762792225158617,-0.955091499978106,2.91903939549897,0.206707380921799,2.74947251526756,-0.50442474290589,1.38349465032887,0.250503066179651,4.05201689604018,-0.29789805289652,0.527732032855321,1.0170825254632,0.285355027307486
